restaurant_name,location,cuisine,cost_for_two,rating
Nandini Milk Parlour and Restaurant,Mysore Road,"Sandwich, Rolls, South Indian, Ice Cream",,
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",,
Sai Super Sandwich,Banashankari,"Sandwich, Beverages",,
Right Pizza,Basavanagudi,Pizza,,
Udupi Upachar,Banashankari,"South Indian, North Indian",,
Davanagere Benne Dose Hut,Banashankari,South Indian,,
The Sip Shop,Basavanagudi,"Pizza, Beverages, Ice Cream",,
Subz,Jayanagar,"North Indian, South Indian",,
Rajastani Rasoi,Basavanagudi,North Indian,,
Sri Banashankari Upahara,Kumaraswamy Layout,"North Indian, South Indian",,
Mint and Mustard,Basavanagudi,"North Indian, Chinese",,
Chinese Square,Basavanagudi,Chinese,,
Hyderabad Express,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",,
Punjabi Raswada,Jayanagar,North Indian,,
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",,
Chetty's Corner,Uttarahalli,"Fast Food, Burger, Pizza",,
Kapoor's Cafe,Jayanagar,North Indian,,
Donne Biryani & Kabab Corner,Kumaraswamy Layout,"Chinese, Biryani",,
Sukh Sagar,Jayanagar,"South Indian, North Indian, Chinese, Street Food",,
S M V Snacks Corner,Basavanagudi,Fast Food,,
Andhra Ruchulu,Jayanagar,"Andhra, Biryani, North Indian, Chinese",,
The Samosa Co,Jayanagar,"Fast Food, Mithai",,
Steaming Mugs,Basavanagudi,Cafe,,
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food",,
Brew Meister,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",,
Rasoi,Banashankari,"North Indian, Chinese",,
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese",,
Kababs N Biryani,Banashankari,South Indian,,
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",,
Biriyani Mane,Jayanagar,"North Indian, Biryani",,
Cafe Ajfan,Jayanagar,"Cafe, Continental, Beverages",,
Brundhavana Food Point,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",,
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",,
Biryani Royals Garden,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",,
Hotel New Karavali,Banashankari,"Mangalorean, South Indian, North Indian",,
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",,
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",,
Multi Snacky Hub,Basavanagudi,Fast Food,,
Kettle & Kegs,Banashankari,"Tea, Beverages",,
Baisakhi,Basavanagudi,North Indian,,
Poonam Sweets,Banashankari,Mithai,,
Amma's Pastries,Banashankari,Bakery,,
Polar Bear,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",,
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",,
Ibaco,Banashankari,Desserts,,
The Lassi and Juice Park,Banashankari,"Juices, Desserts",,
Corner Stone,Banashankari,"Beverages, Juices, Desserts, Italian",,
Arun Ice Cream,Banashankari,"Ice Cream, Desserts",,
Melting Melodies,Banashankari,Bakery,,
Sweet N Swirl,Banashankari,"Desserts, Ice Cream",,
Mukesh Sweet Centre,Banashankari,Mithai,,
Gopi Ice Creams,Banashankari,Ice Cream,,
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",,
Baskin Robbins,Basavanagudi,"Ice Cream, Desserts",,
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Street Food",,
Jain Bakes,Basavanagudi,"Bakery, Desserts",,
KC Das - Sweet Spot,Basavanagudi,"Mithai, Street Food",,
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",,
Cakecraft,Jayanagar,Desserts,,
My Tea House,Banashankari,"Continental, Asian, North Indian, Tea",,
Jcubez,Banashankari,Finger Food,,
Ferment,Banashankari,Continental,,
Chung Wah,Banashankari,"Chinese, Momos, Thai, Vietnamese",,
Blue Wings Bar & Restaurant,Banashankari,"North Indian, Chinese",,
New Imperial Restaurant,Banashankari,"North Indian, Chinese",,
7 Hills Restaurant,Banashankari,"North Indian, South Indian",,
Karavali Fish Center,Banashankari,"Mangalorean, Chinese",,
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",,
Kydz Adda,Banashankari,Continental,,
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",,
Linnet Bar & Restaurant,Banashankari,"Fast Food, Finger Food",,
Sri Ganesh Juice and Chats,Banashankari,"Juices, Street Food",,
Manifest Cafe,Banashankari,"South Indian, North Indian, Chinese",,
Beijing Bites,Banashankari,"Chinese, Thai",,
Karavali Lunch Home,Banashankari,"South Indian, North Indian, Seafood, Mangalorean",,
SLN Bar and Restaurant,Banashankari,"North Indian, Chinese",,
Parijatha Paradise,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",,
Taaza Thindi,Banashankari,South Indian,,
Kaapi Corner,Banashankari,South Indian,,
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,,
Messy Bowl,Banashankari,"Fast Food, Beverages",,
Brahmin Cafe,Banashankari,South Indian,,
Hotel Mangala,Banashankari,South Indian,,
Simple Thindies,Banashankari,South Indian,,
SLV Swadishta,Banashankari,South Indian,,
New Sagar Fast Food,Banashankari,"North Indian, South Indian",,
Parama Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",,
Thrilok Restaurant,Banashankari,"Mangalorean, Seafood",,
Shri Guru Raghavendra Grand Veg,Banashankari,"South Indian, North Indian, Chinese",,
Pizza Stop,Banashankari,"Pizza, Italian",,
Hanumanthanagar Biryani Junction,Banashankari,South Indian,,
SLV Refreshment,Banashankari,South Indian,,
SVKP Daily Fresh,Banashankari,South Indian,,
Srinagar Kabab Corner,Banashankari,North Indian,,
Sri Venkateshwara Chat Centre,Banashankari,Street Food,,
Vinay Bhel Corner,Banashankari,Street Food,,
Roti Land,Banashankari,North Indian,,
Nandi Chats and Juice,Banashankari,Street Food,,
Yaarub Hotel,Banashankari,Biryani,,
Rotti Mane,Banashankari,South Indian,,
Karnataka Bhel House,Banashankari,Street Food,,
The Coorg Kitchen,Banashankari,South Indian,,
Just Shawarma,Banashankari,Arabian,,
FOOD ADDA,Banashankari,Fast Food,,
Hotel Nisarga,Banashankari,"North Indian, South Indian",,
Yo Roll Corner,Banashankari,"Street Food, Rolls",,
New Quality Dum Biryani,Banashankari,Biryani,,
Sri Lakshmi Kabab Center,Banashankari,Kebab,,
Cueferia A-Cafe,Banashankari,"North Indian, South Indian, Fast Food, Chinese, Italian",,
Dtink Lab,Banashankari,"Beverages, Sandwich",,
Shree Udupi South kitchen,Banashankari,South Indian,,
Tasty Bites,Banashankari,"Fast Food, Pizza",,
Raams Chicken,Banashankari,Andhra,,
Panchami,Banashankari,"North Indian, Chinese",,
Bangalore Kabab Palace,Banashankari,"Andhra, Biryani",,
Quality Dum Biriyani,Banashankari,"Biryani, Kebab",,
Taja Coffee,Banashankari,South Indian,,
New Prakash Hotel,Banashankari,South Indian,,
Kings Court Daba,Banashankari,"Chinese, North Indian",,
MM Tiffen Center,Banashankari,"South Indian, Fast Food",,
Sri Raghavendra Prasanna Coffee Beans Club,Banashankari,South Indian,,
Sri Balaji Tiffin Centre,Banashankari,"South Indian, Chinese",,
Kavali,Banashankari,"South Indian, Street Food",,
Ranganna Military Hotel,Jayanagar,"South Indian, Biryani",,
Vidyarthi Bhavan,Basavanagudi,South Indian,,
Bharjari Oota,Basavanagudi,South Indian,,
Bridgeway,Mysore Road,"North Indian, Chinese",,
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",,
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",,
Zephyr,Basavanagudi,"Italian, Continental",,
Hotel Dwarka,Basavanagudi,South Indian,,
Nisarga Garden Restaurant,Basavanagudi,"South Indian, Chinese, Desserts, Beverages",,
Ma-Arya Family Restaurant,Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",,
A2B - Adyar Ananda Bhavan,Mysore Road,"South Indian, Fast Food, Street Food",,
New Prashanth Hotel,Basavanagudi,South Indian,,
Udupi Sri Krishna Bhavan,Basavanagudi,South Indian,,
Ice Thunder,Basavanagudi,"South Indian, Fast Food, North Indian, Desserts",,
Upahara Darshini,Basavanagudi,South Indian,,
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,,
Sandwichwallas,Basavanagudi,Fast Food,,
Basavanagudi Mylari,Basavanagudi,South Indian,,
New Prashanth Hotel,Basavanagudi,"South Indian, Biryani, Chinese, North Indian",,
Shrinidhi Military Hotel,Basavanagudi,"North Indian, Mughlai",,
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",,
Vybhava,Jayanagar,"South Indian, North Indian",,
Shree Venkateshwara North Karnataka Hotel,Basavanagudi,South Indian,,
Anand Sagar Inn,Basavanagudi,"South Indian, North Indian, Chinese",,
Sangam Military Hotel,Jayanagar,South Indian,,
Pallavi Bar & Restaurant,Mysore Road,"North Indian, South Indian, Chinese",,
Belly Squad Food Truck,South Bangalore,"Chinese, Rolls, Biryani, Momos",,
Tejas Bar and Restaurant,Nagarbhavi,"Chinese, South Indian",,
Old Days North Indian Restaurant,Basavanagudi,North Indian,,
50-50 EATING HOUSE,Basavanagudi,"South Indian, Biryani",,
Om Shiva Shakthi Chats Centre,Basavanagudi,"Street Food, Fast Food",,
Rolls Corner,Basavanagudi,"Fast Food, Rolls",,
Charisma's Matru Sagar,Mysore Road,"South Indian, Chinese",,
New Ambur Hot Dum Biryani,Mysore Road,Biryani,,
Sticke2Waffles,Basavanagudi,"South Indian, Fast Food",,
Nimmoora Thindi,Mysore Road,"North Indian, South Indian",,
Oasis Food Center,Basavanagudi,Fast Food,,
Godumana Moddha Hotel,Mysore Road,Biryani,,
Ambur Dum Biriyani,Basavanagudi,Biryani,,
Food Plaza,Basavanagudi,"South Indian, North Indian, Chinese",,
Deja Vu Resto Bar,Bannerghatta Road,"North Indian, Italian",,
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",,
Empire Restaurant,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",,
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",,
Tulips,Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",,
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",,
Sattvam,JP Nagar,"North Indian, South Indian",,
24th Main,JP Nagar,"North Indian, South Indian, Chinese",,
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",,
Mango Greens,JP Nagar,"North Indian, Continental, Chinese",,
Oye Amritsar,JP Nagar,North Indian,,
Melt - Eden Park,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",,
Crave Bit Cafe,JP Nagar,Cafe,,
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",,
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",,
The Pavillion,JP Nagar,"North Indian, Continental, South Indian, Chinese",,
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",,
Tisano Cafe,Bannerghatta Road,"Cafe, Fast Food, Chinese, Continental",,
Cafe Kabana,Bannerghatta Road,"Cafe, Continental",,
Butterly,Bannerghatta Road,"Cafe, Bakery, Beverages",,
Cafe Conico,Bannerghatta Road,"Cafe, Beverages",,
Black Mug Cafe,Bannerghatta Road,Cafe,,
#refuel,Bannerghatta Road,"Cafe, Beverages",,
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",,
Vaho Kafe & Pressery,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",,
Dreamcatcher,Bannerghatta Road,Cafe,,
Cafe Coffee Day,Bannerghatta Road,"Cafe, Fast Food",,
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery",,
Starbucks,Bannerghatta Road,"Cafe, Desserts",,
Smoor,Bannerghatta Road,"Desserts, Cafe, Beverages",,
Kalmane Koffees,Bannerghatta Road,Cafe,,
Shee-Sha Cafe,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",,
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",,
D2V Cafe,Bannerghatta Road,Cafe,,
Wellness Cafe,Bannerghatta Road,"Cafe, Healthy Food",,
Cafe Talk,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",,
Cafe Choco Craze,Bannerghatta Road,"Cafe, Fast Food, Desserts",,
Healthy Smoothie,Bannerghatta Road,"American, Bakery, Beverages, Cafe, Healthy Food, Juices, North Indian, Sandwich",,
Me N U,Bannerghatta Road,"Finger Food, Wraps, Cafe, Continental, Healthy Food",,
Slate Cafe,JP Nagar,"Cafe, Sandwich, Burger",,
Dialogues,JP Nagar,"Cafe, Continental",,
Cafe Zuppa,JP Nagar,"Cafe, Pizza, Fast Food",,
Mudpipe Cafe,JP Nagar,"Cafe, Continental, North Indian",,
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",,
Biggies Burger 'n' More,JP Nagar,"Cafe, Burger, Beverages",,
Onesta,JP Nagar,"Pizza, Cafe, Italian",,
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",,
De Oxford Cafe,JP Nagar,"Cafe, Beverages, Fast Food",,
Vinaya Coffee Moments,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",,
Brew Point,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",,
The Cravery,JP Nagar,"Continental, Burger, Beverages, Cafe, Italian, Rolls",,
Cuppa,JP Nagar,"Cafe, Fast Food",,
Anju's Cafe,JP Nagar,"Cafe, North Indian",,
Furry Fairy Paw Paradise,JP Nagar,Cafe,,
Junkealth,JP Nagar,"Healthy Food, Beverages, Cafe",,
Skytouch Le Cafe,JP Nagar,"Cafe, Italian, Desserts",,
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",,
Hearts Unlock Cafe,BTM,"Cafe, Healthy Food",,
eat.fit,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",,
Sai Abhiruchi,BTM,"Andhra, North Indian, Biryani",,
Capsicum Family Restaurant,BTM,"Biryani, North Indian",,
Box Magic,Bannerghatta Road,"North Indian, South Indian, Seafood, Rolls",,
Maa'r Rannaghor,JP Nagar,"Bengali, Chinese",,
Easy Bites,JP Nagar,"Fast Food, Sandwich",,
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",,
Dabba Gosht,JP Nagar,"Arabian, Middle Eastern",,
Empire Restaurant,JP Nagar,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",,
Punjabites,JP Nagar,"North Indian, Charcoal Chicken",,
Sri Lakshmi Dhaba,BTM,North Indian,,
XO Belgian Waffle,BTM,"Desserts, Beverages",,
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",,
Vegetarea,BTM,South Indian,,
Al-Bek,JP Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",,
Aniram's,JP Nagar,"Chinese, North Indian",,
Punjabi Nawabi,Bannerghatta Road,North Indian,,
YummRajj,BTM,Fast Food,,
Swad Punjab Da,BTM,North Indian,,
BOX8- Desi Meals,Bannerghatta Road,"North Indian, Mughlai, Fast Food",,
Roti Wala,BTM,North Indian,,
Midnight Mania,BTM,"Pizza, Italian, Beverages",,
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",,
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",,
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",,
Paratha Junction,BTM,"North Indian, Chinese",,
Nellore Bhojanam,Bannerghatta Road,Andhra,,
Momoz,BTM,"Chinese, Momos",,
Kalingas,BTM,"Oriya, Fast Food",,
Kanteen The Eatery,Bannerghatta Road,North Indian,,
Kullad Cafe,BTM,"North Indian, Cafe, Fast Food, Beverages",,
Donne Biriyani House,JP Nagar,"Biryani, Andhra",,
Litti Twist,BTM,"North Indian, Bihari",,
FreshMenu,Bannerghatta Road,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",,
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",,
Cakebuy,Bannerghatta Road,Desserts,,
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",,
Poha House,BTM,Maharashtrian,,
Bathinda Tandoor,BTM,North Indian,,
Corner House Ice Cream,Jayanagar,"Ice Cream, Desserts",,
Delight Food,BTM,"Andhra, Chinese, Biryani",,
Andhra Kitchen,Bannerghatta Road,"Andhra, Biryani",,
Veg By Nature,JP Nagar,North Indian,,
Chicken Magic,BTM,"Chinese, North Indian",,
Behrouz Biryani,Bannerghatta Road,Biryani,,
Swathi Restaurant,JP Nagar,"Andhra, North Indian, Chinese",,
Fresh Kitchen,Bannerghatta Road,"North Indian, Chinese",,
Hind Ka Chulah,Bannerghatta Road,"North Indian, Biryani",,
Kuttanad,Bannerghatta Road,"Kerala, South Indian",,
New Mahesh Friends Food Corner,BTM,"North Indian, Chinese",,
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,Bohri,,
Pizza Hut,JP Nagar,Pizza,,
Shree Krishna Sannidhi,Bannerghatta Road,"North Indian, Chinese",,
BingeJoy!,JP Nagar,"Biryani, Chinese, Fast Food",,
Shiv Sai Hotel,Bannerghatta Road,North Indian,,
MRA,BTM,Bakery,,
Beijing Bites,JP Nagar,"Chinese, Thai, Momos",,
A2B - Adyar Ananda Bhavan,JP Nagar,"South Indian, North Indian, Chinese, Street Food",,
Burj Hotel,Bannerghatta Road,"North Indian, Chinese",,
Shaadi Ki Biryani,BTM,"Biryani, North Indian, Mughlai",,
Subway,Bannerghatta Road,"Salad, Fast Food",,
Madeena Hotel,Bannerghatta Road,"North Indian, Mughlai, Biryani",,
Biryani Durbar,Bannerghatta Road,"Biryani, North Indian",,
Adyar Ananda Bhavan Sweets,JP Nagar,"Mithai, Desserts",,
The Good Bowl,Bannerghatta Road,"Italian, North Indian, Biryani",,
Mahesh Friends Food Center,BTM,"Chinese, North Indian",,
Juice Shop,JP Nagar,"Juices, Beverages, Ice Cream",,
Kabab Magic,Jayanagar,"North Indian, Kebab, Chinese, Fast Food",,
Nammura Donne Biriyani,Kanakapura Road,"Biryani, Fast Food",,
Burger King,Bannerghatta Road,"Burger, Fast Food, Beverages",,
Dadi's Dum Biryani,Bannerghatta Road,"Biryani, North Indian, Mughlai",,
Krishna Kuteera South,Bannerghatta Road,"South Indian, North Indian, Chinese",,
Alankrutha,BTM,"Andhra, Biryani, North Indian, Chinese",,
Paradise,JP Nagar,"Biryani, North Indian, Kebab",,
Kabab Mehal,JP Nagar,"Kebab, North Indian, Fast Food, Beverages",,
Mughlai Kitchen,BTM,"Mughlai, North Indian, Chinese, Momos",,
Andhra Ruchulu,JP Nagar,"Andhra, North Indian",,
Sri Punjabi Dhaba,BTM,North Indian,,
Arabian Mexico,Bannerghatta Road,"Fast Food, Arabian",,
CakeZone,JP Nagar,"Bakery, Desserts",,
Fujian Express,JP Nagar,"Chinese, Thai",,
Indian Food,BTM,"North Indian, Biryani, Chinese, Momos",,
Tandoori Paradise,BTM,"North Indian, Chinese",,
Kolkata Kathi Rolls,JP Nagar,Rolls,,
Adithya,JP Nagar,"South Indian, North Indian, Chinese",,
Cheesiano Pizza,JP Nagar,"Pizza, Italian",,
Polar Bear,BTM,"Desserts, Ice Cream",,
Le Arabia,JP Nagar,"North Indian, Mughlai",,
Nati Palace,JP Nagar,"South Indian, North Indian",,
KFC,JP Nagar,"Burger, Fast Food",,
Dande's Hyderabad Biryani,Bannerghatta Road,"Biryani, Andhra, North Indian",,
Upahara Bhavan,Bannerghatta Road,"South Indian, North Indian, Chinese",,
Sher-E-Punjab,BTM,"North Indian, Chinese",,
Shuddh Desi Khana,Bannerghatta Road,North Indian,,
Karama Restaurant,JP Nagar,Arabian,,
Jaganath Hotel and Restaurant,JP Nagar,"North Indian, Chinese",,
Five Star Chicken,Bannerghatta Road,"Fast Food, Beverages",,
Aramane Donne Biriyani,BTM,"Biryani, Fast Food",,
Mani's Dum Biryani,JP Nagar,"Biryani, Kebab",,
Amontron,BTM,Bengali,,
A M Biryani Hotel,Bannerghatta Road,"North Indian, Chinese, Biryani, Fast Food",,
Birinz,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",,
Just Shawarma,Bannerghatta Road,Arabian,,
Hyderabadi Bawarchi,Bannerghatta Road,"North Indian, Chinese, Biryani",,
Fish Chain,JP Nagar,"Seafood, BBQ, Biryani",,
Prasiddhi Food Corner,JP Nagar,"Fast Food, North Indian, South Indian",,
Biriyani Bhatti,BTM,"Chinese, Hyderabadi, North Indian",,
Hyderabad Biryaani House,Bannerghatta Road,"Biryani, North Indian, Chinese",,
Galito's,Bannerghatta Road,"African, Burger",,
C. K. Mega Hot Food,BTM,"Chinese, Momos",,
Lassi Shop,JP Nagar,"Beverages, Ice Cream, Fast Food",,
Red Chilli Restaurant,Bannerghatta Road,"North Indian, Chinese",,
RSS Donne Biryani,BTM,Biryani,,
Rajdhani Thali Restaurant,Bannerghatta Road,North Indian,,
PHEW (Play Hard Eat Wild),BTM,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",,
New Kabab Zone,Bannerghatta Road,"North Indian, Chinese, Biryani, Rolls",,
Bawarchi Paradise,Bannerghatta Road,"North Indian, Biryani",,
Shree Udupi Grand,Kanakapura Road,"South Indian, Chinese, North Indian",,
Chicken County Grand,Bannerghatta Road,"North Indian, Chinese",,
Roll Over,JP Nagar,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",,
Darjeeling Momos & Fast Food Center,Bannerghatta Road,"Fast Food, Momos",,
Veruthe Oru Thattukada,BTM,"Kerala, South Indian",,
Savoury - Sea Shell Restaurant,Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",,
Warm Oven,BTM,"Bakery, Desserts",,
Firangi Bake,Bannerghatta Road,"Mexican, Italian",,
Kundana,Bannerghatta Road,"Andhra, Biryani",,
Food Ka Masti,Bannerghatta Road,"North Indian, Chinese, South Indian",,
The Shawarma Shop,BTM,Arabian,,
Momo Junction,Bannerghatta Road,"Fast Food, Momos",,
Antilla Aromas,Bannerghatta Road,"Desserts, Ice Cream",,
